01. Ano,02. Nome Região (Portugal),03. Âmbito Geográfico,04. Filtro 1,05. Filtro 2,06. Filtro 3,07. Escala,08. Símbolo,09. Valor
2021,Manteigas,Município,Total,,,,,86.8
2021,Marco de Canaveses,Município,Homens,,,,,775.3
2021,Marco de Canaveses,Município,Mulheres,,,,,1957.2
2021,Marco de Canaveses,Município,Total,,,,,2732.4
2021,Marinha Grande,Município,Homens,,,,,591.1
2021,Marinha Grande,Município,Mulheres,,,,,856.1
2021,Marinha Grande,Município,Total,,,,,1447.2
2021,Marvão,Município,Homens,,,,,45.0
2021,Marvão,Município,Mulheres,,,,,40.7
2021,Marvão,Município,Total,,,,,85.7
2021,Matosinhos,Município,Homens,,,,,3635.7
2021,Matosinhos,Município,Mulheres,,,,,4266.3
2021,Matosinhos,Município,Total,,,,,7902.0
2021,Mealhada,Município,Homens,,,,,179.3
2021,Mealhada,Município,Mulheres,,,,,208.8
2021,Mealhada,Município,Total,,,,,388.1
2021,Mêda,Município,Homens,,,,,37.5
2021,Mêda,Município,Mulheres,,,,,51.5
2021,Mêda,Município,Total,,,,,89.0
2021,Melgaço,Município,Homens,,,,,52.8
2021,Melgaço,Município,Mulheres,,,,,59.1
2021,Melgaço,Município,Total,,,,,111.9
2021,Mértola,Município,Homens,,,,,103.5
2021,Mértola,Município,Mulheres,,,,,114.3
2021,Mértola,Município,Total,,,,,217.8
2021,Mesão Frio,Município,Homens,,,,,78.2
2021,Mesão Frio,Município,Mulheres,,,,,183.3
2021,Mesão Frio,Município,Total,,,,,261.5
2021,Mira,Município,Homens,,,,,153.5
2021,Mira,Município,Mulheres,,,,,192.3
2021,Mira,Município,Total,,,,,345.8
2021,Miranda do Corvo,Município,Homens,,,,,125.8
2021,Miranda do Corvo,Município,Mulheres,,,,,171.1
2021,Miranda do Corvo,Município,Total,,,,,296.8
2021,Miranda do Douro,Município,Homens,,,,,79.9
2021,Miranda do Douro,Município,Mulheres,,,,,87.3
2021,Miranda do Douro,Município,Total,,,,,167.2
2021,Mirandela,Município,Homens,,,,,353.6
2021,Mirandela,Município,Mulheres,,,,,455.5
2021,Mirandela,Município,Total,,,,,809.1
2021,Mogadouro,Município,Homens,,,,,135.7
2021,Mogadouro,Município,Mulheres,,,,,162.3
2021,Mogadouro,Município,Total,,,,,297.9
2021,Moimenta da Beira,Município,Homens,,,,,286.2
2021,Moimenta da Beira,Município,Mulheres,,,,,405.3
2021,Moimenta da Beira,Município,Total,,,,,691.4
2021,Moita,Município,Homens,,,,,1324.8
2021,Moita,Município,Mulheres,,,,,1683.3
2021,Moita,Município,Total,,,,,3008.1
2021,Monção,Município,Homens,,,,,152.8
2021,Monção,Município,Mulheres,,,,,237.2
2021,Monção,Município,Total,,,,,389.9
2021,Monchique,Município,Homens,,,,,90.3
2021,Monchique,Município,Mulheres,,,,,89.4
2021,Monchique,Município,Total,,,,,179.8
2021,Mondim de Basto,Município,Homens,,,,,113.9
2021,Mondim de Basto,Município,Mulheres,,,,,159.0
2021,Mondim de Basto,Município,Total,,,,,272.9
2021,Monforte,Município,Homens,,,,,70.1
2021,Monforte,Município,Mulheres,,,,,68.3
2021,Monforte,Município,Total,,,,,138.4
2021,Montalegre,Município,Homens,,,,,162.2
2021,Montalegre,Município,Mulheres,,,,,135.5
2021,Montalegre,Município,Total,,,,,297.7
2021,Montemor-o-Novo,Município,Homens,,,,,122.5
2021,Montemor-o-Novo,Município,Mulheres,,,,,159.9
2021,Montemor-o-Novo,Município,Total,,,,,282.4
2021,Montemor-o-Velho,Município,Homens,,,,,272.3
2021,Montemor-o-Velho,Município,Mulheres,,,,,406.5
2021,Montemor-o-Velho,Município,Total,,,,,678.8
2021,Montijo,Município,Homens,,,,,1041.2
2021,Montijo,Município,Mulheres,,,,,1259.9
2021,Montijo,Município,Total,,,,,2301.1
2021,Mora,Município,Homens,,,,,30.9
2021,Mora,Município,Mulheres,,,,,45.3
2021,Mora,Município,Total,,,,,76.3
2021,Mortágua,Município,Homens,,,,,49.9
2021,Mortágua,Município,Mulheres,,,,,71.6
2021,Mortágua,Município,Total,,,,,121.5
2021,Moura,Município,Homens,,,,,442.9
2021,Moura,Município,Mulheres,,,,,511.3
2021,Moura,Município,Total,,,,,954.3
2021,Mourão,Município,Homens,,,,,88.0
2021,Mourão,Município,Mulheres,,,,,99.3
2021,Mourão,Município,Total,,,,,187.3
2021,Murça,Município,Homens,,,,,184.2
2021,Murça,Município,Mulheres,,,,,184.9
2021,Murça,Município,Total,,,,,369.1
2021,Murtosa,Município,Homens,,,,,109.3
2021,Murtosa,Município,Mulheres,,,,,117.8
2021,Murtosa,Município,Total,,,,,227.2
2021,Nazaré,Município,Homens,,,,,204.6
2021,Nazaré,Município,Mulheres,,,,,240.8
2021,Nazaré,Município,Total,,,,,445.3
2021,Nelas,Município,Homens,,,,,185.0
2021,Nelas,Município,Mulheres,,,,,248.3
2021,Nelas,Município,Total,,,,,433.3
2021,Nisa,Município,Homens,,,,,94.5
2021,Nisa,Município,Mulheres,,,,,98.5
2021,Nisa,Município,Total,,,,,193.0
2021,Nordeste,Município,Homens,,,,x,
2021,Nordeste,Município,Mulheres,,,,x,
2021,Nordeste,Município,Total,,,,x,
2021,Óbidos,Município,Homens,,,,,103.9
2021,Óbidos,Município,Mulheres,,,,,168.3
2021,Óbidos,Município,Total,,,,,272.2
2021,Odemira,Município,Homens,,,,,823.8
2021,Odemira,Município,Mulheres,,,,,607.8
2021,Odemira,Município,Total,,,,,1431.6
2021,Odivelas,Município,Homens,,,,,2382.0
2021,Odivelas,Município,Mulheres,,,,,2896.4
2021,Odivelas,Município,Total,,,,,5278.4
2021,Oeiras,Município,Homens,,,,,2386.1
2021,Oeiras,Município,Mulheres,,,,,2946.8
2021,Oeiras,Município,Total,,,,,5332.8
2021,Oleiros,Município,Homens,,,,,45.2
2021,Oleiros,Município,Mulheres,,,,,34.9
2021,Oleiros,Município,Total,,,,,80.1
2021,Olhão,Município,Homens,,,,,750.1
2021,Olhão,Município,Mulheres,,,,,1004.8
2021,Olhão,Município,Total,,,,,1754.8
2021,Oliveira de Azeméis,Município,Homens,,,,,804.6
2021,Oliveira de Azeméis,Município,Mulheres,,,,,1092.8
2021,Oliveira de Azeméis,Município,Total,,,,,1897.4
2021,Oliveira de Frades,Município,Homens,,,,,137.6
2021,Oliveira de Frades,Município,Mulheres,,,,,214.3
2021,Oliveira de Frades,Município,Total,,,,,351.9
2021,Oliveira do Bairro,Município,Homens,,,,,194.3
2021,Oliveira do Bairro,Município,Mulheres,,,,,325.3
2021,Oliveira do Bairro,Município,Total,,,,,519.5
2021,Oliveira do Hospital,Município,Homens,,,,,309.2
2021,Oliveira do Hospital,Município,Mulheres,,,,,327.9
2021,Oliveira do Hospital,Município,Total,,,,,637.1
2021,Ourém,Município,Homens,,,,,263.2
2021,Ourém,Município,Mulheres,,,,,476.3
2021,Ourém,Município,Total,,,,,739.4
2021,Ourique,Município,Homens,,,,,60.5
2021,Ourique,Município,Mulheres,,,,,72.2
2021,Ourique,Município,Total,,,,,132.7
2021,Ovar,Município,Homens,,,,,860.0
2021,Ovar,Município,Mulheres,,,,,1063.6
2021,Ovar,Município,Total,,,,,1923.6
2021,Paços de Ferreira,Município,Homens,,,,,800.5
2021,Paços de Ferreira,Município,Mulheres,,,,,1231.8
2021,Paços de Ferreira,Município,Total,,,,,2032.3
2021,Palmela,Município,Homens,,,,,872.0
2021,Palmela,Município,Mulheres,,,,,1147.3
2021,Palmela,Município,Total,,,,,2019.3
2021,Pampilhosa da Serra,Município,Homens,,,,,50.2
2021,Pampilhosa da Serra,Município,Mulheres,,,,,33.6
2021,Pampilhosa da Serra,Município,Total,,,,,83.8
2021,Paredes,Município,Homens,,,,,1207.3
2021,Paredes,Município,Mulheres,,,,,2055.8
2021,Paredes,Município,Total,,,,,3263.0
2021,Paredes de Coura,Município,Homens,,,,,124.2
2021,Paredes de Coura,Município,Mulheres,,,,,149.0
2021,Paredes de Coura,Município,Total,,,,,273.2
2021,Pedrógão Grande,Município,Homens,,,,,49.2
2021,Pedrógão Grande,Município,Mulheres,,,,,68.4
2021,Pedrógão Grande,Município,Total,,,,,117.6
2021,Penacova,Município,Homens,,,,,101.8
2021,Penacova,Município,Mulheres,,,,,124.5
2021,Penacova,Município,Total,,,,,226.3
2021,Penafiel,Município,Homens,,,,,788.9
2021,Penafiel,Município,Mulheres,,,,,1787.9
2021,Penafiel,Município,Total,,,,,2576.8
2021,Penalva do Castelo,Município,Homens,,,,,84.0
2021,Penalva do Castelo,Município,Mulheres,,,,,142.8
2021,Penalva do Castelo,Município,Total,,,,,226.8
2021,Penamacor,Município,Homens,,,,,72.5
2021,Penamacor,Município,Mulheres,,,,,71.5
2021,Penamacor,Município,Total,,,,,144.0
2021,Penedono,Município,Homens,,,,,31.8
2021,Penedono,Município,Mulheres,,,,,57.7
2021,Penedono,Município,Total,,,,,89.5
2021,Penela,Município,Homens,,,,,47.8
2021,Penela,Município,Mulheres,,,,,50.3
2021,Penela,Município,Total,,,,,98.2
2021,Peniche,Município,Homens,,,,,422.9
2021,Peniche,Município,Mulheres,,,,,536.5
2021,Peniche,Município,Total,,,,,959.4
2021,Peso da Régua,Município,Homens,,,,,441.9
2021,Peso da Régua,Município,Mulheres,,,,,578.3
2021,Peso da Régua,Município,Total,,,,,1020.2
2021,Pinhel,Município,Homens,,,,,57.3
2021,Pinhel,Município,Mulheres,,,,,74.4
2021,Pinhel,Município,Total,,,,,131.7
2021,Pombal,Município,Homens,,,,,393.8
2021,Pombal,Município,Mulheres,,,,,636.8
2021,Pombal,Município,Total,,,,,1030.5
2021,Ponta Delgada,Município,Homens,,,,x,
2021,Ponta Delgada,Município,Mulheres,,,,x,
2021,Ponta Delgada,Município,Total,,,,x,
2021,Ponta do Sol,Município,Homens,,,,x,
2021,Ponta do Sol,Município,Mulheres,,,,x,
2021,Ponta do Sol,Município,Total,,,,x,
2021,Ponte da Barca,Município,Homens,,,,,104.7
2021,Ponte da Barca,Município,Mulheres,,,,,143.3
2021,Ponte da Barca,Município,Total,,,,,247.9
2021,Ponte de Lima,Município,Homens,,,,,318.8
2021,Ponte de Lima,Município,Mulheres,,,,,462.5
2021,Ponte de Lima,Município,Total,,,,,781.3
2021,Ponte de Sor,Município,Homens,,,,,197.8
2021,Ponte de Sor,Município,Mulheres,,,,,281.6
2021,Ponte de Sor,Município,Total,,,,,479.4
2021,Portalegre,Município,Homens,,,,,268.9
2021,Portalegre,Município,Mulheres,,,,,329.7
2021,Portalegre,Município,Total,,,,,598.6
2021,Portel,Município,Homens,,,,,96.3
2021,Portel,Município,Mulheres,,,,,151.5
2021,Portel,Município,Total,,,,,247.8
2021,Portimão,Município,Homens,,,,,1849.6
2021,Portimão,Município,Mulheres,,,,,2199.0
2021,Portimão,Município,Total,,,,,4048.6
2021,Porto,Município,Homens,,,,,5917.2
2021,Porto,Município,Mulheres,,,,,6678.6
2021,Porto,Município,Total,,,,,12595.8
2021,Porto de Mós,Município,Homens,,,,,202.4
2021,Porto de Mós,Município,Mulheres,,,,,270.2
2021,Porto de Mós,Município,Total,,,,,472.6
2021,Porto Moniz,Município,Homens,,,,x,
2021,Porto Moniz,Município,Mulheres,,,,x,
2021,Porto Moniz,Município,Total,,,,x,
2021,Porto Santo,Município,Homens,,,,x,
2021,Porto Santo,Município,Mulheres,,,,x,
2021,Porto Santo,Município,Total,,,,x,
2021,Póvoa de Lanhoso,Município,Homens,,,,,337.8
2021,Póvoa de Lanhoso,Município,Mulheres,,,,,464.0
2021,Póvoa de Lanhoso,Município,Total,,,,,801.8
2021,Póvoa de Varzim,Município,Homens,,,,,1046.4
2021,Póvoa de Varzim,Município,Mulheres,,,,,1356.6
2021,Póvoa de Varzim,Município,Total,,,,,2403.0
2021,Povoação,Município,Homens,,,,x,
2021,Povoação,Município,Mulheres,,,,x,
2021,Povoação,Município,Total,,,,x,
2021,Proença-a-Nova,Município,Homens,,,,,67.3
2021,Proença-a-Nova,Município,Mulheres,,,,,85.9
2021,Proença-a-Nova,Município,Total,,,,,153.2
2021,Redondo,Município,Homens,,,,,72.6
2021,Redondo,Município,Mulheres,,,,,133.3
2021,Redondo,Município,Total,,,,,205.9
2021,Reguengos de Monsaraz,Município,Homens,,,,,174.3
2021,Reguengos de Monsaraz,Município,Mulheres,,,,,261.8
2021,Reguengos de Monsaraz,Município,Total,,,,,436.1
2021,Resende,Município,Homens,,,,,213.4
2021,Resende,Município,Mulheres,,,,,350.0
2021,Resende,Município,Total,,,,,563.4
2021,Ribeira Brava,Município,Homens,,,,x,
2021,Ribeira Brava,Município,Mulheres,,,,x,
2021,Ribeira Brava,Município,Total,,,,x,
2021,Ribeira de Pena,Município,Homens,,,,,139.8
2021,Ribeira de Pena,Município,Mulheres,,,,,173.6
2021,Ribeira de Pena,Município,Total,,,,,313.3
2021,Ribeira Grande,Município,Homens,,,,x,
2021,Ribeira Grande,Município,Mulheres,,,,x,
2021,Ribeira Grande,Município,Total,,,,x,
2021,Rio Maior,Município,Homens,,,,,172.9
2021,Rio Maior,Município,Mulheres,,,,,258.0
2021,Rio Maior,Município,Total,,,,,430.9
2021,Sabrosa,Município,Homens,,,,,111.8
2021,Sabrosa,Município,Mulheres,,,,,156.4
2021,Sabrosa,Município,Total,,,,,268.3
2021,Sabugal,Município,Homens,,,,,117.6
2021,Sabugal,Município,Mulheres,,,,,122.6
2021,Sabugal,Município,Total,,,,,240.2
2021,Salvaterra de Magos,Município,Homens,,,,,287.5
2021,Salvaterra de Magos,Município,Mulheres,,,,,411.9
2021,Salvaterra de Magos,Município,Total,,,,,699.4
2021,Santa Comba Dão,Município,Homens,,,,,124.9
2021,Santa Comba Dão,Município,Mulheres,,,,,165.8
2021,Santa Comba Dão,Município,Total,,,,,290.8
2021,Santa Cruz,Município,Homens,,,,x,
2021,Santa Cruz,Município,Mulheres,,,,x,
2021,Santa Cruz,Município,Total,,,,x,
2021,Santa Cruz da Graciosa,Município,Homens,,,,x,
2021,Santa Cruz da Graciosa,Município,Mulheres,,,,x,
2021,Santa Cruz da Graciosa,Município,Total,,,,x,
2021,Santa Cruz das Flores,Município,Homens,,,,x,
2021,Santa Cruz das Flores,Município,Mulheres,,,,x,
2021,Santa Cruz das Flores,Município,Total,,,,x,
2021,Santa Maria da Feira,Município,Homens,,,,,2185.9
2021,Santa Maria da Feira,Município,Mulheres,,,,,3005.2
2021,Santa Maria da Feira,Município,Total,,,,,5191.1
2021,Santa Marta de Penaguião,Município,Homens,,,,,182.9
2021,Santa Marta de Penaguião,Município,Mulheres,,,,,226.3
2021,Santa Marta de Penaguião,Município,Total,,,,,409.2
2021,Santana,Município,Homens,,,,x,
2021,Santana,Município,Mulheres,,,,x,
2021,Santana,Município,Total,,,,x,
2021,Santarém,Município,Homens,,,,,632.3
2021,Santarém,Município,Mulheres,,,,,712.1
2021,Santarém,Município,Total,,,,,1344.4
2021,Santiago do Cacém,Município,Homens,,,,,344.4
2021,Santiago do Cacém,Município,Mulheres,,,,,373.5
2021,Santiago do Cacém,Município,Total,,,,,717.9
2021,Santo Tirso,Município,Homens,,,,,1027.1
2021,Santo Tirso,Município,Mulheres,,,,,1530.9
2021,Santo Tirso,Município,Total,,,,,2558.0
2021,São Brás de Alportel,Município,Homens,,,,,136.7
2021,São Brás de Alportel,Município,Mulheres,,,,,164.7
2021,São Brás de Alportel,Município,Total,,,,,301.3
2021,São João da Madeira,Município,Homens,,,,,465.4
2021,São João da Madeira,Município,Mulheres,,,,,553.0
2021,São João da Madeira,Município,Total,,,,,1018.4
2021,São João da Pesqueira,Município,Homens,,,,,83.5
2021,São João da Pesqueira,Município,Mulheres,,,,,125.6
2021,São João da Pesqueira,Município,Total,,,,,209.1
2021,São Pedro do Sul,Município,Homens,,,,,230.7
2021,São Pedro do Sul,Município,Mulheres,,,,,365.7
2021,São Pedro do Sul,Município,Total,,,,,596.3
2021,São Roque do Pico,Município,Homens,,,,x,
2021,São Roque do Pico,Município,Mulheres,,,,x,
2021,São Roque do Pico,Município,Total,,,,x,
2021,São Vicente,Município,Homens,,,,x,
2021,São Vicente,Município,Mulheres,,,,x,
2021,São Vicente,Município,Total,,,,x,
2021,Sardoal,Município,Homens,,,,,60.8
2021,Sardoal,Município,Mulheres,,,,,64.6
2021,Sardoal,Município,Total,,,,,125.3
2021,Sátão,Município,Homens,,,,,165.8
2021,Sátão,Município,Mulheres,,,,,235.3
2021,Sátão,Município,Total,,,,,401.1
2021,Seia,Município,Homens,,,,,324.6
2021,Seia,Município,Mulheres,,,,,310.4
2021,Seia,Município,Total,,,,,635.0
2021,Seixal,Município,Homens,,,,,2230.9
2021,Seixal,Município,Mulheres,,,,,3261.7
2021,Seixal,Município,Total,,,,,5492.6
2021,Sernancelhe,Município,Homens,,,,,94.3
2021,Sernancelhe,Município,Mulheres,,,,,109.6
2021,Sernancelhe,Município,Total,,,,,203.8
2021,Serpa,Município,Homens,,,,,289.3
2021,Serpa,Município,Mulheres,,,,,328.3
2021,Serpa,Município,Total,,,,,617.7
2021,Sertã,Município,Homens,,,,,148.0
2021,Sertã,Município,Mulheres,,,,,264.9
2021,Sertã,Município,Total,,,,,412.9
2021,Sesimbra,Município,Homens,,,,,557.2
2021,Sesimbra,Município,Mulheres,,,,,820.7
2021,Sesimbra,Município,Total,,,,,1377.8
2021,Setúbal,Município,Homens,,,,,2177.3
2021,Setúbal,Município,Mulheres,,,,,2558.7
2021,Setúbal,Município,Total,,,,,4735.9
2021,Sever do Vouga,Município,Homens,,,,,76.2
2021,Sever do Vouga,Município,Mulheres,,,,,101.8
2021,Sever do Vouga,Município,Total,,,,,177.9
2021,Silves,Município,Homens,,,,,829.9
2021,Silves,Município,Mulheres,,,,,1102.0
2021,Silves,Município,Total,,,,,1931.9
2021,Sines,Município,Homens,,,,,309.9
2021,Sines,Município,Mulheres,,,,,303.1
2021,Sines,Município,Total,,,,,613.0
2021,Sintra,Município,Homens,,,,,6038.8
2021,Sintra,Município,Mulheres,,,,,8943.3
2021,Sintra,Município,Total,,,,,14982.2
2021,Sobral de Monte Agraço,Município,Homens,,,,,113.3
2021,Sobral de Monte Agraço,Município,Mulheres,,,,,139.8
2021,Sobral de Monte Agraço,Município,Total,,,,,253.1
2021,Soure,Município,Homens,,,,,195.5
2021,Soure,Município,Mulheres,,,,,255.1
2021,Soure,Município,Total,,,,,450.6
2021,Sousel,Município,Homens,,,,,67.4
2021,Sousel,Município,Mulheres,,,,,104.9
2021,Sousel,Município,Total,,,,,172.3
2021,Tábua,Município,Homens,,,,,167.8
2021,Tábua,Município,Mulheres,,,,,204.2
2021,Tábua,Município,Total,,,,,371.9
2021,Tabuaço,Município,Homens,,,,,150.2
2021,Tabuaço,Município,Mulheres,,,,,183.4
2021,Tabuaço,Município,Total,,,,,333.6
2021,Tarouca,Município,Homens,,,,,207.2
2021,Tarouca,Município,Mulheres,,,,,266.9
2021,Tarouca,Município,Total,,,,,474.1
2021,Tavira,Município,Homens,,,,,360.8
2021,Tavira,Município,Mulheres,,,,,476.4
2021,Tavira,Município,Total,,,,,837.2
2021,Terras de Bouro,Município,Homens,,,,,115.7
2021,Terras de Bouro,Município,Mulheres,,,,,164.5
2021,Terras de Bouro,Município,Total,,,,,280.2
2021,Tomar,Município,Homens,,,,,350.5
2021,Tomar,Município,Mulheres,,,,,435.1
2021,Tomar,Município,Total,,,,,785.6
2021,Tondela,Município,Homens,,,,,265.4
2021,Tondela,Município,Mulheres,,,,,355.2
2021,Tondela,Município,Total,,,,,620.6
2021,Torre de Moncorvo,Município,Homens,,,,,147.8
2021,Torre de Moncorvo,Município,Mulheres,,,,,216.0
2021,Torre de Moncorvo,Município,Total,,,,,363.8
2021,Torres Novas,Município,Homens,,,,,324.3
2021,Torres Novas,Município,Mulheres,,,,,410.2
2021,Torres Novas,Município,Total,,,,,734.5
2021,Torres Vedras,Município,Homens,,,,,1007.0
2021,Torres Vedras,Município,Mulheres,,,,,1399.7
2021,Torres Vedras,Município,Total,,,,,2406.7
2021,Trancoso,Município,Homens,,,,,59.7
2021,Trancoso,Município,Mulheres,,,,,92.8
2021,Trancoso,Município,Total,,,,,152.5
2021,Trofa,Município,Homens,,,,,418.7
2021,Trofa,Município,Mulheres,,,,,811.8
2021,Trofa,Município,Total,,,,,1230.5
2021,Vagos,Município,Homens,,,,,222.2
2021,Vagos,Município,Mulheres,,,,,304.8
2021,Vagos,Município,Total,,,,,527.0
2021,Vale de Cambra,Município,Homens,,,,,163.8
2021,Vale de Cambra,Município,Mulheres,,,,,280.6
2021,Vale de Cambra,Município,Total,,,,,444.4
2021,Valença,Município,Homens,,,,,211.1
2021,Valença,Município,Mulheres,,,,,301.8
2021,Valença,Município,Total,,,,,512.8
2021,Valongo,Município,Homens,,,,,1620.7
2021,Valongo,Município,Mulheres,,,,,2490.4
2021,Valongo,Município,Total,,,,,4111.1
2021,Valpaços,Município,Homens,,,,,244.8
2021,Valpaços,Município,Mulheres,,,,,238.7
2021,Valpaços,Município,Total,,,,,483.5
2021,Velas,Município,Homens,,,,x,
2021,Velas,Município,Mulheres,,,,x,
2021,Velas,Município,Total,,,,x,
2021,Vendas Novas,Município,Homens,,,,,107.0
2021,Vendas Novas,Município,Mulheres,,,,,133.4
2021,Vendas Novas,Município,Total,,,,,240.4
2021,Viana do Alentejo,Município,Homens,,,,,79.2
2021,Viana do Alentejo,Município,Mulheres,,,,,114.7
2021,Viana do Alentejo,Município,Total,,,,,193.8
2021,Viana do Castelo,Município,Homens,,,,,994.2
2021,Viana do Castelo,Município,Mulheres,,,,,1201.3
2021,Viana do Castelo,Município,Total,,,,,2195.5
2021,Vidigueira,Município,Homens,,,,,142.3
2021,Vidigueira,Município,Mulheres,,,,,138.4
2021,Vidigueira,Município,Total,,,,,280.7
2021,Vieira do Minho,Município,Homens,,,,,236.7
2021,Vieira do Minho,Município,Mulheres,,,,,339.0
2021,Vieira do Minho,Município,Total,,,,,575.7
2021,Vila da Praia da Vitória,Município,Homens,,,,x,
2021,Vila da Praia da Vitória,Município,Mulheres,,,,x,
2021,Vila da Praia da Vitória,Município,Total,,,,x,
2021,Vila de Rei,Município,Homens,,,,,33.5
2021,Vila de Rei,Município,Mulheres,,,,,37.1
2021,Vila de Rei,Município,Total,,,,,70.6
2021,Vila do Bispo,Município,Homens,,,,,112.8
2021,Vila do Bispo,Município,Mulheres,,,,,128.5
2021,Vila do Bispo,Município,Total,,,,,241.3
2021,Vila do Conde,Município,Homens,,,,,1190.3
2021,Vila do Conde,Município,Mulheres,,,,,1607.0
2021,Vila do Conde,Município,Total,,,,,2797.3
2021,Vila do Porto,Município,Homens,,,,x,
2021,Vila do Porto,Município,Mulheres,,,,x,
2021,Vila do Porto,Município,Total,,,,x,
2021,Vila Flor,Município,Homens,,,,,109.9
2021,Vila Flor,Município,Mulheres,,,,,138.0
2021,Vila Flor,Município,Total,,,,,247.9
2021,Vila Franca de Xira,Município,Homens,,,,,2139.0
2021,Vila Franca de Xira,Município,Mulheres,,,,,2790.3
2021,Vila Franca de Xira,Município,Total,,,,,4929.3
2021,Vila Franca do Campo,Município,Homens,,,,x,
2021,Vila Franca do Campo,Município,Mulheres,,,,x,
2021,Vila Franca do Campo,Município,Total,,,,x,
2021,Vila Nova da Barquinha,Município,Homens,,,,,68.8
2021,Vila Nova da Barquinha,Município,Mulheres,,,,,92.3
2021,Vila Nova da Barquinha,Município,Total,,,,,161.2
2021,Vila Nova de Cerveira,Município,Homens,,,,,130.7
2021,Vila Nova de Cerveira,Município,Mulheres,,,,,121.3
2021,Vila Nova de Cerveira,Município,Total,,,,,252.0
2021,Vila Nova de Famalicão,Município,Homens,,,,,1729.0
2021,Vila Nova de Famalicão,Município,Mulheres,,,,,2604.3
2021,Vila Nova de Famalicão,Município,Total,,,,,4333.3
2021,Vila Nova de Foz Côa,Município,Homens,,,,,114.6
2021,Vila Nova de Foz Côa,Município,Mulheres,,,,,119.4
2021,Vila Nova de Foz Côa,Município,Total,,,,,234.0
2021,Vila Nova de Gaia,Município,Homens,,,,,7236.9
2021,Vila Nova de Gaia,Município,Mulheres,,,,,9170.6
2021,Vila Nova de Gaia,Município,Total,,,,,16407.5
2021,Vila Nova de Paiva,Município,Homens,,,,,85.7
2021,Vila Nova de Paiva,Município,Mulheres,,,,,89.1
2021,Vila Nova de Paiva,Município,Total,,,,,174.8
2021,Vila Nova de Poiares,Município,Homens,,,,,90.8
2021,Vila Nova de Poiares,Município,Mulheres,,,,,132.7
2021,Vila Nova de Poiares,Município,Total,,,,,223.5
2021,Vila Pouca de Aguiar,Município,Homens,,,,,220.1
2021,Vila Pouca de Aguiar,Município,Mulheres,,,,,235.2
2021,Vila Pouca de Aguiar,Município,Total,,,,,455.3
2021,Vila Real,Município,Homens,,,,,1094.1
2021,Vila Real,Município,Mulheres,,,,,1237.4
2021,Vila Real,Município,Total,,,,,2331.5
2021,Vila Real de Santo António,Município,Homens,,,,,387.0
2021,Vila Real de Santo António,Município,Mulheres,,,,,498.8
2021,Vila Real de Santo António,Município,Total,,,,,885.8
2021,Vila Velha de Ródão,Município,Homens,,,,,32.3
2021,Vila Velha de Ródão,Município,Mulheres,,,,,43.5
2021,Vila Velha de Ródão,Município,Total,,,,,75.8
2021,Vila Verde,Município,Homens,,,,,485.5
2021,Vila Verde,Município,Mulheres,,,,,847.3
2021,Vila Verde,Município,Total,,,,,1332.8
2021,Vila Viçosa,Município,Homens,,,,,79.0
2021,Vila Viçosa,Município,Mulheres,,,,,109.9
2021,Vila Viçosa,Município,Total,,,,,188.9
2021,Vimioso,Município,Homens,,,,,68.0
2021,Vimioso,Município,Mulheres,,,,,64.3
2021,Vimioso,Município,Total,,,,,132.3
2021,Vinhais,Município,Homens,,,,,132.8
2021,Vinhais,Município,Mulheres,,,,,126.8
2021,Vinhais,Município,Total,,,,,259.6
2021,Viseu,Município,Homens,,,,,1339.7
2021,Viseu,Município,Mulheres,,,,,1798.9
2021,Viseu,Município,Total,,,,,3138.6
2021,Vizela,Município,Homens,,,,,368.4
2021,Vizela,Município,Mulheres,,,,,535.3
2021,Vizela,Município,Total,,,,,903.8
2021,Vouzela,Município,Homens,,,,,125.2
2021,Vouzela,Município,Mulheres,,,,,217.2
2021,Vouzela,Município,Total,,,,,342.3
2022,Abrantes,Município,Homens,,,,,554.3
2022,Abrantes,Município,Mulheres,,,,,640.8
2022,Abrantes,Município,Total,,,,,1195.0
2022,Águeda,Município,Homens,,,,,345.2
2022,Águeda,Município,Mulheres,,,,,468.2
2022,Águeda,Município,Total,,,,,813.3
2022,Aguiar da Beira,Município,Homens,,,,,50.3
2022,Aguiar da Beira,Município,Mulheres,,,,,48.3
2022,Aguiar da Beira,Município,Total,,,,,98.6
2022,Alandroal,Município,Homens,,,,,32.3
2022,Alandroal,Município,Mulheres,,,,,56.0
2022,Alandroal,Município,Total,,,,,88.3
2022,Albergaria-a-Velha,Município,Homens,,,,,181.3
2022,Albergaria-a-Velha,Município,Mulheres,,,,,293.0
2022,Albergaria-a-Velha,Município,Total,,,,,474.3
2022,Albufeira,Município,Homens,,,,,1078.5
2022,Albufeira,Município,Mulheres,,,,,1259.6
2022,Albufeira,Município,Total,,,,,2338.1
2022,Alcácer do Sal,Município,Homens,,,,,64.4
2022,Alcácer do Sal,Município,Mulheres,,,,,85.4
2022,Alcácer do Sal,Município,Total,,,,,149.8
2022,Alcanena,Município,Homens,,,,,102.4
2022,Alcanena,Município,Mulheres,,,,,134.3
2022,Alcanena,Município,Total,,,,,236.8
2022,Alcobaça,Município,Homens,,,,,458.8
2022,Alcobaça,Município,Mulheres,,,,,628.8
2022,Alcobaça,Município,Total,,,,,1087.5
2022,Alcochete,Município,Homens,,,,,202.5
